vector_rank,a,eta,defect,ratio_sqrt,ratio_linear,rank,eig_cond,positivity_margin_phi1,trial,seed
2,0.003,0.004196162887215912,1.7960216684232446e-32,2.7725884058280724e-31,4.280152407560319e-30,3,1.5591145660056231,0.029172759542124838,16,20260605
2,0.001,0.0014016158572224212,2.9209130894381123e-32,7.80196744448548e-31,2.083961218323028e-29,3,1.5572843427915226,0.029172759542124838,16,20260605
2,0.1,0.1483769658081048,5.533320069011144e-32,1.4364898090813598e-31,3.729231177410218e-31,3,29.01392001194169,0.18348997036136738,17,20260605
2,0.03,0.04794871583308666,2.9966817935846943e-32,1.3685231208903372e-31,6.249764444195721e-31,3,24.85203512995884,0.18348997036136738,17,20260605
2,0.01,0.016310472680808444,4.048332692738848e-32,3.1698807326717384e-31,2.482044985429686e-30,3,24.03504308896741,0.18348997036136738,17,20260605
2,0.003,0.004927546590407598,1.1560421461391079e-31,1.6468661305183954e-30,2.34608060000805e-29,3,23.774739224384806,0.18348997036136738,17,20260605
2,0.001,0.0016457924897339232,7.773000292030023e-32,1.9160248877153986e-30,4.7229528269913856e-29,3,23.7025634812092,0.18348997036136738,17,20260605
2,0.1,0.15282768588553083,6.246573088161916e-32,1.5978676611937491e-31,4.087330807875119e-31,3,2.1618444340983434,0.051313862317012404,18,20260605
2,0.03,0.049378125648416545,7.822224253513332e-32,3.5201645274205916e-31,1.584147666764296e-30,3,2.1490230388250957,0.051313862317012404,18,20260605
2,0.01,0.01679644068037267,1.9985024258424646e-31,1.5420414564660673e-30,1.1898368611975016e-29,3,2.14593701736515,0.051313862317012404,18,20260605
2,0.003,0.005074349346601787,7.711370917198081e-32,1.0825336663582218e-30,1.51967678819005e-29,3,2.144909962054637,0.051313862317012404,18,20260605
2,0.001,0.0016948236218306502,1.1947874065787552e-31,2.9022069791727253e-30,7.049626823634988e-29,3,2.144621382561093,0.051313862317012404,18,20260605
2,0.1,0.14726600547090854,4.520228601377516e-32,1.1779019627888727e-31,3.069431120185071e-31,3,1.451153640968246,0.04602553543902754,19,20260605
2,0.03,0.04824665055504751,6.247555740774823e-32,2.844307558036244e-31,1.2949200968151375e-30,3,1.4557269937162487,0.04602553543902754,19,20260605
2,0.01,0.016476229827330244,3.011867057452222e-32,2.3464260834305814e-31,1.8280074319285307e-30,3,1.459722207078879,0.04602553543902754,19,20260605
2,0.003,0.004984420283795691,3.3215042404175626e-32,4.704651776886803e-31,6.663772417457945e-30,3,1.4613637059171263,0.04602553543902754,19,20260605
2,0.001,0.0016654361580293383,3.523303732689741e-32,8.633484015403948e-31,2.1155441568284207e-29,3,1.4618547745566144,0.04602553543902754,19,20260605
